AAindex	Loop	Family	Sequence_name	Value
Sequence_size	1	28	B7S965_GLYIN/1-135	7.0
BHAR880101	1	28	B7S965_GLYIN/1-135	0.5
CASG920101	1	28	B7S965_GLYIN/1-135	-0.1
CHAM830107	1	28	B7S965_GLYIN/1-135	0.0
CHOP780201	1	28	B7S965_GLYIN/1-135	0.77
CHOP780202	1	28	B7S965_GLYIN/1-135	0.75
CHOP780203	1	28	B7S965_GLYIN/1-135	0.96
CIDH920105	1	28	B7S965_GLYIN/1-135	-0.09
DAYM780201	1	28	B7S965_GLYIN/1-135	56.0
EISD860102	1	28	B7S965_GLYIN/1-135	0.18
FASG760101	1	28	B7S965_GLYIN/1-135	115.13
FAUJ880111	1	28	B7S965_GLYIN/1-135	0.0
FAUJ880111	1	28	B7S965_GLYIN/1-135	0.0
FAUJ880112	1	28	B7S965_GLYIN/1-135	0.0
GOLD730101	1	28	B7S965_GLYIN/1-135	0.75
GRAR740102	1	28	B7S965_GLYIN/1-135	8.1
JANJ780101	1	28	B7S965_GLYIN/1-135	27.8
JANJ780102	1	28	B7S965_GLYIN/1-135	51.0
JANJ780103	1	28	B7S965_GLYIN/1-135	16.0
JOND750101	1	28	B7S965_GLYIN/1-135	0.87
JOND920102	1	28	B7S965_GLYIN/1-135	58.0
KLEP840101	1	28	B7S965_GLYIN/1-135	0.0
KRIW790101	1	28	B7S965_GLYIN/1-135	5.37
KRIW790102	1	28	B7S965_GLYIN/1-135	0.28
KYTJ820101	1	28	B7S965_GLYIN/1-135	-0.4
MITS020101	1	28	B7S965_GLYIN/1-135	0.0
PONP930101	1	28	B7S965_GLYIN/1-135	0.0
RACS820114	1	28	B7S965_GLYIN/1-135	18.56
RADA880108	1	28	B7S965_GLYIN/1-135	-0.06
TAKK010101	1	28	B7S965_GLYIN/1-135	4.4
TAKK010101	1	28	B7S965_GLYIN/1-135	4.4
VINM940101	1	28	B7S965_GLYIN/1-135	1.03
WARP780101	1	28	B7S965_GLYIN/1-135	7.99
WOLR790101	1	28	B7S965_GLYIN/1-135	0.59
ZIMJ680101	1	28	B7S965_GLYIN/1-135	0.83
Sequence_size	1	28	S0DHB2_9VIRU/1-136	7.0
BHAR880101	1	28	S0DHB2_9VIRU/1-136	0.46
CASG920101	1	28	S0DHB2_9VIRU/1-136	-0.5
CHAM830107	1	28	S0DHB2_9VIRU/1-136	0.0
CHOP780201	1	28	S0DHB2_9VIRU/1-136	1.01
CHOP780202	1	28	S0DHB2_9VIRU/1-136	0.89
CHOP780203	1	28	S0DHB2_9VIRU/1-136	0.96
CIDH920105	1	28	S0DHB2_9VIRU/1-136	-0.77
DAYM780201	1	28	S0DHB2_9VIRU/1-136	102.0
EISD860102	1	28	S0DHB2_9VIRU/1-136	1.0
FASG760101	1	28	S0DHB2_9VIRU/1-136	131.17
FAUJ880111	1	28	S0DHB2_9VIRU/1-136	0.0
FAUJ880111	1	28	S0DHB2_9VIRU/1-136	0.0
FAUJ880112	1	28	S0DHB2_9VIRU/1-136	0.0
GOLD730101	1	28	S0DHB2_9VIRU/1-136	0.69
GRAR740102	1	28	S0DHB2_9VIRU/1-136	9.2
JANJ780101	1	28	S0DHB2_9VIRU/1-136	42.0
JANJ780102	1	28	S0DHB2_9VIRU/1-136	35.0
JANJ780103	1	28	S0DHB2_9VIRU/1-136	32.0
JOND750101	1	28	S0DHB2_9VIRU/1-136	0.67
JOND920102	1	28	S0DHB2_9VIRU/1-136	77.0
KLEP840101	1	28	S0DHB2_9VIRU/1-136	0.0
KRIW790101	1	28	S0DHB2_9VIRU/1-136	5.37
KRIW790102	1	28	S0DHB2_9VIRU/1-136	0.27
KYTJ820101	1	28	S0DHB2_9VIRU/1-136	-0.8
MITS020101	1	28	S0DHB2_9VIRU/1-136	0.0
PONP930101	1	28	S0DHB2_9VIRU/1-136	-0.48
RACS820114	1	28	S0DHB2_9VIRU/1-136	18.19
RADA880108	1	28	S0DHB2_9VIRU/1-136	-0.48
TAKK010101	1	28	S0DHB2_9VIRU/1-136	4.4
TAKK010101	1	28	S0DHB2_9VIRU/1-136	4.4
VINM940101	1	28	S0DHB2_9VIRU/1-136	1.05
WARP780101	1	28	S0DHB2_9VIRU/1-136	7.08
WOLR790101	1	28	S0DHB2_9VIRU/1-136	-0.05
ZIMJ680101	1	28	S0DHB2_9VIRU/1-136	0.65
Sequence_size	1	28	R9XKM6_9VIRU/1-136	7.0
BHAR880101	1	28	R9XKM6_9VIRU/1-136	0.46
CASG920101	1	28	R9XKM6_9VIRU/1-136	-0.5
CHAM830107	1	28	R9XKM6_9VIRU/1-136	0.0
CHOP780201	1	28	R9XKM6_9VIRU/1-136	1.01
CHOP780202	1	28	R9XKM6_9VIRU/1-136	0.89
CHOP780203	1	28	R9XKM6_9VIRU/1-136	0.96
CIDH920105	1	28	R9XKM6_9VIRU/1-136	-0.77
DAYM780201	1	28	R9XKM6_9VIRU/1-136	102.0
EISD860102	1	28	R9XKM6_9VIRU/1-136	1.0
FASG760101	1	28	R9XKM6_9VIRU/1-136	131.17
FAUJ880111	1	28	R9XKM6_9VIRU/1-136	0.0
FAUJ880111	1	28	R9XKM6_9VIRU/1-136	0.0
FAUJ880112	1	28	R9XKM6_9VIRU/1-136	0.0
GOLD730101	1	28	R9XKM6_9VIRU/1-136	0.69
GRAR740102	1	28	R9XKM6_9VIRU/1-136	9.2
JANJ780101	1	28	R9XKM6_9VIRU/1-136	42.0
JANJ780102	1	28	R9XKM6_9VIRU/1-136	35.0
JANJ780103	1	28	R9XKM6_9VIRU/1-136	32.0
JOND750101	1	28	R9XKM6_9VIRU/1-136	0.67
JOND920102	1	28	R9XKM6_9VIRU/1-136	77.0
KLEP840101	1	28	R9XKM6_9VIRU/1-136	0.0
KRIW790101	1	28	R9XKM6_9VIRU/1-136	5.37
KRIW790102	1	28	R9XKM6_9VIRU/1-136	0.27
KYTJ820101	1	28	R9XKM6_9VIRU/1-136	-0.8
MITS020101	1	28	R9XKM6_9VIRU/1-136	0.0
PONP930101	1	28	R9XKM6_9VIRU/1-136	-0.48
RACS820114	1	28	R9XKM6_9VIRU/1-136	18.19
RADA880108	1	28	R9XKM6_9VIRU/1-136	-0.48
